"Product Name","Product Image","Price (BDT)","Original Price (BDT)","Discount Percentage"
"Ballon & Chocolate bouquet","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/244767276_6284405381634714_954826403255399893_n.jpg?stp=c0.0.960.960a_dst-jpg_p960x960_tt6&_nc_cat=111&ccb=1-7&_nc_sid=247b10&_nc_eui2=AeF05Tf-pXQg-0-YpRRQIqJQNhL9sO3Yw_U2Ev2w7djD9ToLb2tlxx-Z_4MDqAAk_3l_z0PxUbaUt3OB6_teA8GI&_nc_ohc=jizL8hRiT2cQ7kNvwHyzq31&_nc_oc=Adrg8WZz8vNx-OQwUPfbCNA-oEnysnT9l-Y6wcFtCFYfqBhoGLF5JcRjfdiTP6hoS-0&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=ooLEQSli28f6NeUJaKTY0g&_nc_ss=7a3a8&oh=00_Af2v3QvBWIKDX_j_EMlMQy7Z7CBsr0HVhps4h9Gc_Rf-9g&oe=69EA8A47","6900","",""
"Gift set for baby's","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/143072731_3521383951316703_9168055443128168416_n.jpg?stp=c0.0.960.960a_dst-jpg_p960x960_tt6&_nc_cat=106&ccb=1-7&_nc_sid=247b10&_nc_eui2=AeFODGIB1FsD63xi5eTTHx50HzGcSJM2VZwfMZxIkzZVnD1DNYwQgzzSkq4GCd-9NO6ANM8Mm2uB0UJ6u3FcyD7m&_nc_ohc=THll0vrxnNQQ7kNvwGEcBzj&_nc_oc=Adpt2NpXsNR85nmkc0oEMwoN441n0LUxxEC5vUQcSm-GheVKPMrBUao8OINA3qp_xpQ&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=ooLEQSli28f6NeUJaKTY0g&_nc_ss=7a3a8&oh=00_Af3zYekrHPepOpvakPdW0FSdodia3cGP1pmcSiga0_AwBA&oe=69EA853A","4500","",""
"Luxurious gift box with customised letter","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/279023671_5106353576119835_818910999917377811_n.jpg?stp=c0.0.960.960a_dst-jpg_p960x960_tt6&_nc_cat=106&ccb=1-7&_nc_sid=247b10&_nc_eui2=AeEXhU0bIdoKfjrs9bREV_V5Hg0BOR520K4eDQE5HnbQroeG4EjGxterzboWSHKX2yqJgA02T6E7-hxBPbxKGwuK&_nc_ohc=9xtAxBbqQ1YQ7kNvwHYepGi&_nc_oc=AdolmHxDFNd08jL7-UhjFhUB-SFfvDNTHB39HZapoOsR3Lo0miIm2ORWb5h5ta7aIIY&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=ooLEQSli28f6NeUJaKTY0g&_nc_ss=7a3a8&oh=00_Af2Dt1CICDt2-n1XKPcEk4_bTUtqOLs1TxB1wxXY2J1tAw&oe=69EAA393","8500","",""
"saree package 🥰","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/270301314_4222347514533790_7448941084681809348_n.jpg?stp=c0.0.960.960a_dst-jpg_p960x960_tt6&_nc_cat=101&ccb=1-7&_nc_sid=247b10&_nc_eui2=AeE4DkNXb9gc_oECUcw_BZMY9MQenWayKl30xB6dZrIqXcpRxrqEF-i8AIlgMwbUOgVPduvL94zB-0pYghxLcnTZ&_nc_ohc=zhsAwBPxyncQ7kNvwF6eZxU&_nc_oc=AdoPg6cTT1qeJFzP04Sqie073pLMG907ZOz3Gig6i2iVrVxgr1-i3FeC7e36AwYJX-w&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=ooLEQSli28f6NeUJaKTY0g&_nc_ss=7a3a8&oh=00_Af1HJ_dXoZHXrYXTzvuezvsPPR0rcz2-BrY8ZF39MBwHPA&oe=69EAAAA1","2500","",""
"Cake with chocolate bouquet","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/264810833_4483173695128830_5974414410081489173_n.jpg?stp=c0.0.828.828a_dst-jpg_tt6&_nc_cat=108&ccb=1-7&_nc_sid=247b10&_nc_eui2=AeFVXcpHbHqkxVFpRd03-SrQ0Qg8BadNWgDRCDwFp01aANYGtKTTvEGRBAbV6-XTCfSlHiM1TWsgsL3VW8AHW74Y&_nc_ohc=Wa4joeTUeaMQ7kNvwEK7n_-&_nc_oc=Adp5PxU7AWbAuQgPTilIgWirvg4tLrj355UEw4SglKE8zkrpi362A47qg5WO6Ws2QTs&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=ooLEQSli28f6NeUJaKTY0g&_nc_ss=7a3a8&oh=00_Af1_DtwYxDdouDdTE3lp07THA1btXw2Uia9iis0Oqihp1A&oe=69EA9C41","7000","",""
"Corporate Package-1","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/245040492_4665066353591317_8249334769387900570_n.jpg?stp=c0.0.960.960a_dst-jpg_p960x960_tt6&_nc_cat=110&ccb=1-7&_nc_sid=247b10&_nc_eui2=AeH5qJFagMxTVmHXrpcmBSPSij4--Fez5LqKPj74V7PkujtK47wd6bszfwMVFlrYLciifGL1mxcFYA06NOADiQxL&_nc_ohc=jAh9WbqM_ggQ7kNvwGJvgOL&_nc_oc=AdrO5PrflGmdu2_22vvfT22683dHdoMsQUFuDt0SToJ52AxdktVokMcjbdm4nMDcEJ8&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=ooLEQSli28f6NeUJaKTY0g&_nc_ss=7a3a8&oh=00_Af3asW8PtPYbVdujOzxwpMs5Zv8v3dHce4a7YE2Xdex6wQ&oe=69EA9457","10000","",""
"Customised cake for birthday","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/118844569_3357254054329942_4948760153837849314_n.jpg?stp=c0.0.960.960a_dst-jpg_p960x960_tt6&_nc_cat=108&ccb=1-7&_nc_sid=247b10&_nc_eui2=AeHfB1L78uByc5nLufdRfIkC8Capu_CwV7HwJqm78LBXsYRO56EjMnWjA_x2t1fnSvykGjhRxqpN-ofFpF46_Uav&_nc_ohc=bGPkTMT2DTkQ7kNvwGy06T5&_nc_oc=AdpralHHL6oBDeCxYEZMlabCQ_RGSJdUL52WfoaWj7LPImyL0rIHQuKf3Vk_q1wtFYE&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=ooLEQSli28f6NeUJaKTY0g&_nc_ss=7a3a8&oh=00_Af2m7NKQMHrHQe_x8FpQiBEgw6k7nbGWwccsPrKtlC305Q&oe=69EAA6A9","5000","",""
"Premium Chocolate Busket","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/244648319_4416160211813368_2266891514960209066_n.jpg?stp=c0.0.960.960a_dst-jpg_p960x960_tt6&_nc_cat=101&ccb=1-7&_nc_sid=247b10&_nc_eui2=AeGZ1kzjIOmVSta35guyuGuZLFMOYrekIuIsUw5it6Qi4n6v6E_fWeOP0QNQELupZja-jkDaxU_8-DhNoBNSJzci&_nc_ohc=HkWPRJldixcQ7kNvwESRswL&_nc_oc=AdrnrQm3PKA139MxGEiHRy9f0y5NELzd5NNvtDzu_I1yeCPggHCQqADy7usrjAg9u-Y&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=ooLEQSli28f6NeUJaKTY0g&_nc_ss=7a3a8&oh=00_Af109hTpyjcM00SL8dltegFHt8nFUbyu-3UcQmX9GXN1YA&oe=69EA8F7C","6500","",""
"Premium chinese rose box with cake","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/239202406_4564993476879363_8200256879266939291_n.jpg?stp=c0.0.960.960a_dst-jpg_p960x960_tt6&_nc_cat=101&ccb=1-7&_nc_sid=247b10&_nc_eui2=AeH3Jd58rKPk8P38IHiqgi-gMgk7bqbfqCgyCTtupt-oKD8sCqnpgEoJZe2mi3sQ_lYc26c3Bhc8XHFWoSSnja9h&_nc_ohc=d8leNds1ySEQ7kNvwGhb-Cz&_nc_oc=AdrSCey-oHkDnHFirOSMEqcH78HJGjK6aXgyo86at3qHahoqO1YCCthJ1374Ev833iU&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=ooLEQSli28f6NeUJaKTY0g&_nc_ss=7a3a8&oh=00_Af1rmTfuroZt7aTcR4-LrRwjeZkGYvZpHYNxHnxtb_HAgA&oe=69EA9B2A","2900","",""
"Shari & chocolate busket","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/217394187_4504372616316315_5091172382866853741_n.jpg?stp=c0.0.960.960a_dst-jpg_p960x960_tt6&_nc_cat=102&ccb=1-7&_nc_sid=247b10&_nc_eui2=AeHNBTqIZMhTVkRR1bjXTaRQs36nsv9blDazfqey_1uUNnO6CD4tN6WcACYxLt7Gu7mfjHrK6fHJgHxWLt_6bpYB&_nc_ohc=XCtKd2jcJhgQ7kNvwGKJ-Pl&_nc_oc=AdqjMnHPQA75-v6ggBI8BfE6QpOJtdhfJMEmzHP2VBGsVDYRrpQwpnzAw1cIaSe5EwU&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=ooLEQSli28f6NeUJaKTY0g&_nc_ss=7a3a8&oh=00_Af3wyfO2Gle6ZsCkAf7gvBUOw-XFnRChSft57i1hJsaW2g&oe=69EA99BB","5850","",""
"Mixed birthday package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/98146568_4467428136615918_6300994714342522880_n.jpg?stp=c0.402.1536.1536a_dst-jpg_s400x400_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeGGLHMW5wcb6UXMjWNGmR375sexD2O3oInmx7EPY7egiXchE4n6Xo_Lz_yQCjhqhMhRvvOJlfvmgpxkRIoKT2Aj&_nc_ohc=A_BZnVhDLmAQ7kNvwGswlsF&_nc_oc=AdrIg8l1JbVHZHcjrBcM-VwMWyaG6HS6w10hlPhxB0fbowzOJsKgTEK3EPejyXh-YPg&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=KGxz2UYYzCoBC9VSEmTEqw&_nc_ss=7a3a8&oh=00_Af1cN3Sl7xVx7Dwy4HZf6wkTZGMvpMgwlaAHMiV9ILIE8g&oe=69EA969E","3500","",""
"Premium birthday package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/116711779_3077711715677929_248166668338962807_n.jpg?stp=c0.353.1226.1226a_dst-jpg_s400x400_tt6&_nc_cat=106&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFJlanNSqjzZHc3UaC9leGnJxrqlmSbHW8nGuqWZJsdbweDjp-RhoSdq7NP3PZ6Jc00DShwwAKkM56JlOL5HhqK&_nc_ohc=pDkmEg5ktbsQ7kNvwFbGZ7A&_nc_oc=AdqYkxgwxxhuhXUQ2Scdd0IReHzTZ_dzP0zz3MQCL4hRNeanqiRMW7_nNMFc38FW4Io&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=KGxz2UYYzCoBC9VSEmTEqw&_nc_ss=7a3a8&oh=00_Af13mTf0sekAqJd3LIoMleeyqhIet141kL5O4vRzVVR0ZA&oe=69EA8B33","8880","",""
"Gift package for Birthday","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/104874583_3946879048686615_4539077290658591517_n.jpg?stp=c154.0.720.720a_dst-jpg_s400x400_tt6&_nc_cat=106&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeExMCSOo0MAfVaBw6WIml2_LqwqCYFjfiUurCoJgWN-JR0-kR0QQv9twfapRpv3ksfzXS28VedIVLlYMwTXebKg&_nc_ohc=J9dMM6Z8Q7QQ7kNvwFxt6Qo&_nc_oc=AdpNoaRdI61KJc_35HKxBD4DLD_w0MD6gNYefyc9sdyHr0Fo14mfKoG3MjvIn9beMW8&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=KGxz2UYYzCoBC9VSEmTEqw&_nc_ss=7a3a8&oh=00_Af1hybKnpuJ-0g9ylgsWYqR2aQY6bU4FwYMfVk1zF5sNkA&oe=69EA97C9","2700","",""
"Birthday package -5","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/119085387_3698780126833168_5798352204420442492_n.jpg?stp=c121.0.1080.1080a_dst-jpg_s400x400_tt6&_nc_cat=104&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeGYV7igCc-Vvnq4P_Y9UP6yt851DUnnBpe3znUNSecGl5PS1pbiras3grF8n4HvzX3lU355qXkDOA6uuYD5Yn7L&_nc_ohc=kW4hPxocgAsQ7kNvwGgic-G&_nc_oc=AdpJBq7hP36kqi02W443ME8PEyXfzQW-cn3heU_JMqwe2UDZgR0ez03bIkOODyEid1w&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=KGxz2UYYzCoBC9VSEmTEqw&_nc_ss=7a3a8&oh=00_Af0_xvNtyqScB6nL-BXesaxMeh2uRcU6QsM0wMJhxMNg4A&oe=69EA940E","3500","",""
"Customised cake for birthday","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/118844569_3357254054329942_4948760153837849314_n.jpg?stp=c7.0.1067.1067a_dst-jpg_s1080x1080_tt6&_nc_cat=108&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeHfB1L78uByc5nLufdRfIkC8Capu_CwV7HwJqm78LBXsYRO56EjMnWjA_x2t1fnSvykGjhRxqpN-ofFpF46_Uav&_nc_ohc=bGPkTMT2DTkQ7kNvwGy06T5&_nc_oc=AdpralHHL6oBDeCxYEZMlabCQ_RGSJdUL52WfoaWj7LPImyL0rIHQuKf3Vk_q1wtFYE&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=GObM7xEhHAn0F3q07Mtklg&_nc_ss=7a3a8&oh=00_Af1yLAavZSWnRIHvAYPIm4GmqRIdnZu65xFnMYke-c__BQ&oe=69EAA6A9
https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/118861800_3329224837123985_2869376488915592770_n.jpg?stp=c34.0.1212.1212a_dst-jpg_s1080x1080_tt6&_nc_cat=103&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeGHD0s4bpSqVckV_T8q-vryOWn4gt10J1c5afiC3XQnV96ekb3vRlk6AuZYBa082veJumfXGCdMRQkcyRiVenP6&_nc_ohc=mn-VPWEO1IQQ7kNvwG7EVrC&_nc_oc=Adr0vg9nDvNMhe5GjyPaIdc9c6m61gZ6Wg483Lc3qBuhHpfp-6JbF3jwQPZw5sfttBI&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=GObM7xEhHAn0F3q07Mtklg&_nc_ss=7a3a8&oh=00_Af2-XeplTcgGyvooDIJF0R9ma8PBWeafYreGtQ_s6NTmsw&oe=69EA7F36","5000","",""
"Medium gift package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/125515290_3615454081847778_5350723047789082970_n.jpg?stp=c0.868.1180.1180a_dst-jpg_s400x400_tt6&_nc_cat=100&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFdujjT9Xmhu9oiDI1ot15O1zNIa8ZonHvXM0hrxmice-FMBHExFPFdperZpEhRjZ6HOt-JgKuNohOWBMhxoEJ6&_nc_ohc=Y96Uf0cosfoQ7kNvwGgGWk5&_nc_oc=AdrlCfQapYPPOzrSvSo62ALl7koItpbH92685ai7ESR8LxyM22NQIFCgV98uXdWosVc&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=GObM7xEhHAn0F3q07Mtklg&_nc_ss=7a3a8&oh=00_Af2Qlwl030ryePNdsdOX1CAKoc7kkT9RWsGPO577Py-mNw&oe=69EA9474","3200","",""
"Premium gift package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/124147291_3646999718685408_2408870394053535946_n.jpg?stp=c0.0.1340.1340a_dst-jpg_s400x400_tt6&_nc_cat=109&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFQAGdmodK1Y4tENhR68znbrqE75oFIFM2uoTvmgUgUzTV7EpCovXi_iU4uF2ONCSRlZASTQxHzoj6oy-fWCzCQ&_nc_ohc=UCX4h91tIRcQ7kNvwGWsij3&_nc_oc=AdpFlrSBp8sWyb7oXHr93_uDOx0nN91OolI-kQJny1QG9uehK-Q4i2aeZaJDaLIQrGk&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=GObM7xEhHAn0F3q07Mtklg&_nc_ss=7a3a8&oh=00_Af2ClL_f8NDh1fJEEj4FS123XmzCN9nDm2erddeg-kBbkg&oe=69EA9DF8","5500","",""
"Premium chinese rose box with cake","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/239202406_4564993476879363_8200256879266939291_n.jpg?stp=c762.0.2744.2744a_dst-jpg_s400x400_tt6&_nc_cat=101&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeH3Jd58rKPk8P38IHiqgi-gMgk7bqbfqCgyCTtupt-oKD8sCqnpgEoJZe2mi3sQ_lYc26c3Bhc8XHFWoSSnja9h&_nc_ohc=d8leNds1ySEQ7kNvwGhb-Cz&_nc_oc=AdrSCey-oHkDnHFirOSMEqcH78HJGjK6aXgyo86at3qHahoqO1YCCthJ1374Ev833iU&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=GObM7xEhHAn0F3q07Mtklg&_nc_ss=7a3a8&oh=00_Af2GEQvanWeVvdx8EeKllo8dubiD57cSm4hXfWudvP8x_Q&oe=69EA9B2A","2900","",""
"King's cake with chinese roses and mug","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/185045855_4128518750543438_1524812739219274104_n.jpg?stp=c0.0.2711.2711a_dst-jpg_s400x400_tt6&_nc_cat=106&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeENbZI77-I2NNBewT8Qll-05B4CChJCGw_kHgIKEkIbD68-1PmYGrja-NcJE-Lgpli-hITVYAA2OmH63KiYQzeF&_nc_ohc=PqbEh3dGIBoQ7kNvwF33iVG&_nc_oc=Adp2Ne92lzHeF1AHm11xkyPCfJwpTKG0pfeWWHoSgaQORx1Hn8WkcVxQS2TQ6PaWRdg&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=GObM7xEhHAn0F3q07Mtklg&_nc_ss=7a3a8&oh=00_Af1yKos-OO2xJgzRygAYgpYpdQ6BFoZts89zMTvnLvkxeg&oe=69EA83FE","3400","",""
"Medium birthday package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/120184172_3511230855605483_1908888259016519194_n.jpg?stp=c128.0.1080.1080a_dst-jpg_s400x400_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeHBW4m9tuSUvyfrYjSidS9QLDumL-RgzZ4sO6Yv5GDNno4dT3KQjGZWjiqx714N8TlDqtHNpN5AtYXxeRsHPyrk&_nc_ohc=lEq7I4g_4TcQ7kNvwHWEwiU&_nc_oc=AdqQUjBd_risyBgQsSjq_utM3UBtMUaZ0D_rYMNj_2jjYSsEGcwgc0Pp_EWqk4drZOE&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=GObM7xEhHAn0F3q07Mtklg&_nc_ss=7a3a8&oh=00_Af3GmkyRbPy1ShaynkAVcgh-MgJHwlKrGQdEPNE4HBjGTg&oe=69EAA86A","5600","",""
"Chocolate basket package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/116348917_4457788197596221_1561097121199159997_n.jpg?stp=c41.0.1714.1714a_dst-jpg_s400x400_tt6&_nc_cat=101&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeED4RNGe4154k3Zh3DqFSJ2_5xf4NtNZ5__nF_g201nn-ftGkSFkKK-o49erySw24U6aIjy0YS_tXCzwaVDu21X&_nc_ohc=zHRwN3XRtS8Q7kNvwGL9MgP&_nc_oc=AdpNvopE3Lb3MUgg-dhDtw40dOpp_bx4LF2fmoSdOWaIQ27jySrQOnsgoY23PqOb_qg&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=GObM7xEhHAn0F3q07Mtklg&_nc_ss=7a3a8&oh=00_Af3wm5dA_W3_AUxJ0Iht1obnErTgEOfrcvNvLxB6Y0XJww&oe=69EAAC98","3600","",""
"Medium budget gift package-1","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/106446841_4258607194164576_6764321322680835309_n.jpg?stp=c0.0.1080.1080a_dst-jpg_s1080x1080_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeEn9XmPUEnMgrgDKxKfbXCWS6yeJdLOl2JLrJ4l0s6XYqmswMzMEX1PeK0YbwHXY8s-GRRKikIzg-gke2EQD60e&_nc_ohc=Gms2CRedlnQQ7kNvwEowgHL&_nc_oc=AdpJj9PIRZriiskGno3Bq29vx9ldRV6MjudyuCJHzg0HhX3VuYec0rUyNmegh2RCyJw&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=GObM7xEhHAn0F3q07Mtklg&_nc_ss=7a3a8&oh=00_Af09Wb7W0WRbv1UhG-SOlKvHwhBpMHSZOVWB_fwjpuBW6A&oe=69EA884E","4444","",""
"Exclusive gift package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/132648488_3926509044039777_6190271369093569460_n.jpg?stp=c0.267.2479.2479a_dst-jpg_s400x400_tt6&_nc_cat=108&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeGvveKksHseR2ihGcUhhhrAYYUb1PVjEXBhhRvU9WMRcHzH4fgQjLFFwg8uQXLo21OoyINKSzsEjp-qPAjdAtUY&_nc_ohc=kkudvtgIiNQQ7kNvwES_N8T&_nc_oc=AdrtQ-KBbAN2T73bQ-EtV0gJwVFpI8itKKSSjeJm1GPBBjMok_leWx3ON7gZTmgFwrk&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=GObM7xEhHAn0F3q07Mtklg&_nc_ss=7a3a8&oh=00_Af1Ri1UD4zhdn76BrxFVdjxcS47KnWqlpak_6bCYfpQ3Iw&oe=69EA9333","9900","",""
"Premium gift package-2","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/106489139_2910996659028331_959844358690191678_n.jpg?stp=c214.0.1619.1619a_dst-jpg_s400x400_tt6&_nc_cat=103&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeF52JAnFT3nZuSheRmhxuXozN9wLQ011L7M33AtDTXUvsx-SXNukdplNm2dIcf7YQMb90Ng-SvulKW9ULWML7f3&_nc_ohc=j-qqznL0tloQ7kNvwFkQvF4&_nc_oc=AdqmvC-F4gLtTKU0-ihR54GCTf98pASa9tm2rgnwznydtmK_4y4X3-Zbnzkg1rbV_WU&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=GObM7xEhHAn0F3q07Mtklg&_nc_ss=7a3a8&oh=00_Af0DH5rX6Knh9_xWHFZegKUzM5kbmXsru6TmJHe20zJ5dQ&oe=69EA9114","3700","",""
"Luxury Flower package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/217888075_4803377233017483_7629104549333600174_n.jpg?stp=c118.0.844.844a_dst-jpg_s400x400_tt6&_nc_cat=103&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFGawbysxB08fSUJz7iKOFPO_sKIchf1UI7-wohyF_VQok4WDB5iHSZDZZyw9HXBHAXn38Y7I8hMIX0ZQZtNM--&_nc_ohc=HREV6CJNrUsQ7kNvwGmObMj&_nc_oc=AdqnnnC6hfEx2Fir85S3YNVpMPhwWjlWoffdzc3g4ArtWFRsaViAmHq1ZPoZp5hIb_4&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=GObM7xEhHAn0F3q07Mtklg&_nc_ss=7a3a8&oh=00_Af0U4T-BtoGbRom7vCogvSavEVNOAyBZnKs_EECcYgQIvg&oe=69EAADB6","5400","",""
"Shari & chocolate busket","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/217394187_4504372616316315_5091172382866853741_n.jpg?stp=c0.19.986.986a_dst-jpg_s400x400_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeHNBTqIZMhTVkRR1bjXTaRQs36nsv9blDazfqey_1uUNnO6CD4tN6WcACYxLt7Gu7mfjHrK6fHJgHxWLt_6bpYB&_nc_ohc=XCtKd2jcJhgQ7kNvwGKJ-Pl&_nc_oc=AdqjMnHPQA75-v6ggBI8BfE6QpOJtdhfJMEmzHP2VBGsVDYRrpQwpnzAw1cIaSe5EwU&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=GObM7xEhHAn0F3q07Mtklg&_nc_ss=7a3a8&oh=00_Af0eq0x14OotNaaiW80_SV8xKfZTy6-2vm7d8w8dfWGs4w&oe=69EA99BB","5850","",""
"Premium gift package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/118902453_3314168445343819_4953703830225755396_n.jpg?stp=c0.0.1917.1917a_dst-jpg_s400x400_tt6&_nc_cat=103&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeHJA1Xh6G6DjYyiRfwrK3bg4-iDjNJ-TIPj6IOM0n5Mgx0so18MjE9cNm8jowoL6-ksZynJQv81aSjFdh5lWNyx&_nc_ohc=TNhlAMuI4nAQ7kNvwF07mDt&_nc_oc=AdqTqrcn5awkPTrf-ylBHGVWcRi2vhpi56WXU9JkqoxHDRfFRoSgEzRbM66_zWFv278&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=GObM7xEhHAn0F3q07Mtklg&_nc_ss=7a3a8&oh=00_Af2j2YLI5ZtsQyfTJD21FwLlAiJecLgF8pK4ryecWcDfiQ&oe=69EA91FF","3000","",""
"Simple birthday package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/99006505_3880619658679384_5193908611092316160_n.jpg?stp=c0.372.1595.1595a_dst-jpg_s400x400_tt6&_nc_cat=107&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeGhJ4NXowYnnohDrho6mCccyBMU3ueceFbIExTe55x4VidTvibPwmHn4jSNQvrXA4uR_rCU43Uws1WoBiiYH412&_nc_ohc=ICkLJ-vS7VEQ7kNvwFFAtaB&_nc_oc=AdoR9Cq8_dYV9SFt_SbZV9Vh6kP-tda2LPDylfP9QKBtCl0Qr43NApibECzbq9o2src&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=GObM7xEhHAn0F3q07Mtklg&_nc_ss=7a3a8&oh=00_Af1sIGJ3H3i7N9i_5C-W6ok39Dh99zAu8n0PyRIw3ZgTsw&oe=69EAA7AD","1700","",""
"Luxurious gift box with customised letter","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/279023671_5106353576119835_818910999917377811_n.jpg?stp=c0.0.1080.1080a_dst-jpg_s1080x1080_tt6&_nc_cat=106&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeEXhU0bIdoKfjrs9bREV_V5Hg0BOR520K4eDQE5HnbQroeG4EjGxterzboWSHKX2yqJgA02T6E7-hxBPbxKGwuK&_nc_ohc=9xtAxBbqQ1YQ7kNvwHYepGi&_nc_oc=AdolmHxDFNd08jL7-UhjFhUB-SFfvDNTHB39HZapoOsR3Lo0miIm2ORWb5h5ta7aIIY&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=mFIUmyLkkAg9439ORTwJPA&_nc_ss=7a3a8&oh=00_Af1OP_DTj-Ij4b83GA3b9f24j3QoNb-7ax3nQA2mfKUmnA&oe=69EAA393","8350","8500","1.76"
