"Product Name","Product Image","Price (BDT)","Original Price (BDT)","Discount Percentage"
"Special gift package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/132010947_3698051203578817_2454828884426963710_n.jpg?stp=c214.0.2791.2791a_dst-jpg_s400x400_tt6&_nc_cat=103&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeG3TJdrUF6p2324TxxurRhSDdV6sS6JNw4N1XqxLok3Ds03gMqVUEPB5mNbayYdk8X9F6Kdfjbl00FVDVa9I38H&_nc_ohc=sS09FuM00G4Q7kNvwF5g_ui&_nc_oc=AdpTiol90clDyyjjgw7F1No3wI9p9FUQY7CCSPWttN8DhUD3Ctnf3vgmMjh5D4EODsE&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=mFIUmyLkkAg9439ORTwJPA&_nc_ss=7a3a8&oh=00_Af2ViAdN9DqHTMLZbCtnGjaw05-jDa6-JiZ-FFczgcnGuw&oe=69EA8B6E","5800","",""
"Medium gift package-3","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/106500017_4010322479040647_7621521993840059514_n.jpg?stp=c0.0.1769.1769a_dst-jpg_s400x400_tt6&_nc_cat=106&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFgoUAUTbYenksBe_Rc7C5ctrGeUhg5hfG2sZ5SGDmF8Q4RFh_ftGkKxskv_UuKcaZ1Yj-XUcXpgD1QSz_sSLXN&_nc_ohc=fYASKm4YjZYQ7kNvwE1uAEw&_nc_oc=Adrm3Sgzdw3X55JnYXhzB5_KXKWds4PY0kxmCDmcPnS0JwMr4V04Am1iJQYOidy3wX0&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=mFIUmyLkkAg9439ORTwJPA&_nc_ss=7a3a8&oh=00_Af3EgtRYc0H4WgSr-mITBg8MdXogxSfbWofvgIlMcWyErg&oe=69EA7D38","2450","",""
"Birthday gift package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/96081498_2874234812612780_5082304439956537344_n.jpg?stp=c0.402.1536.1536a_dst-jpg_s400x400_tt6&_nc_cat=104&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeEQwadbIgQHS38kNkIGxr2QzAnuYjK8DjrMCe5iMrwOOllgpPmD0wI1HmwdsoPtXrb_6o1f-9n-WqhwSPf8e_Va&_nc_ohc=9bFeAGrm5xEQ7kNvwFX6aDt&_nc_oc=Adr0bnsNF7b_SQR0xZOPNS-pyid7tbiUJJ6JyD9pQyN-NsbPALL6LWmywM1Go7ZRY_U&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=mFIUmyLkkAg9439ORTwJPA&_nc_ss=7a3a8&oh=00_Af3UFQN1T1y-87uNGgrWtwHmcJQqjCKKxyiwJa2iUc9uGA&oe=69EAA85A","3000","",""
"Fruit basket","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/100770602_4413547261992316_6120555147407621863_n.jpg?stp=c0.120.720.720a_dst-jpg_s400x400_tt6&_nc_cat=103&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeHuxNuo6QB162Chj4y-oX_2_vIKxBMQwRr-8grEExDBGu41gRTUgjpap_fthdtzEGE9Whi5Ft0l65EUqFaJ05sC&_nc_ohc=ge-xfoIOYOYQ7kNvwFeltI1&_nc_oc=AdpjmKhjhcyoiB4lQJCAnqWbyXBxljoe1EXMf15Fn5nop1D67wwWtPXIRkqqyH12fNM&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=mFIUmyLkkAg9439ORTwJPA&_nc_ss=7a3a8&oh=00_Af3lGu2PHgsyZbPjWWRTKdVlD-8BdJW5vD9LUnTa-XUfSg&oe=69EA8F90","2999","",""
"Cake with chocolate bouquet","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/264810833_4483173695128830_5974414410081489173_n.jpg?stp=c0.86.828.828a_dst-jpg_s400x400_tt6&_nc_cat=108&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFVXcpHbHqkxVFpRd03-SrQ0Qg8BadNWgDRCDwFp01aANYGtKTTvEGRBAbV6-XTCfSlHiM1TWsgsL3VW8AHW74Y&_nc_ohc=Wa4joeTUeaMQ7kNvwEK7n_-&_nc_oc=Adp5PxU7AWbAuQgPTilIgWirvg4tLrj355UEw4SglKE8zkrpi362A47qg5WO6Ws2QTs&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=mFIUmyLkkAg9439ORTwJPA&_nc_ss=7a3a8&oh=00_Af308SWLK4Df6AZokzHp2Ypq1ptedoaOmXZ1E7ZlibETIw&oe=69EA9C41","6600","7000","5.71"
"Corporate Gift Hamper","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/278516194_5079734145481130_1663026940620166825_n.jpg?stp=c181.0.718.718a_dst-jpg_s400x400_tt6&_nc_cat=103&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeHV29wF7vVBAugaJOLjsmTR_7FQ3FU7y07_sVDcVTvLTnRVICsIBXHRUD67y9s-ygcHHpL87W3sAhk5bP9zIYpq&_nc_ohc=rzIY3iH2hRUQ7kNvwH31QTx&_nc_oc=Adqk5NI__ZgjYJ1qwLj-J4C8tZlxqweCNneraNfQK94xaUOflyKmNQcNwPljf2W6yug&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=mFIUmyLkkAg9439ORTwJPA&_nc_ss=7a3a8&oh=00_Af2rJ9HIyT0u1MFT0IcRpzXCk8Fi2sMX5EKZYFVRn2xIOw&oe=69EA8DEE","4700","",""
"Premium gift package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/140084397_3586994461419444_4093085427548397578_n.jpg?stp=c0.0.1901.1901a_dst-jpg_s1080x1080_tt6&_nc_cat=108&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeHWx7tIpikzPG82majmQ-uSq4omdn9p1LOriiZ2f2nUszyTHIMkVlEM1XTtzPLunej-cFlP4Vo0DHweFJVat6FG&_nc_ohc=k_d1AE5d0sgQ7kNvwHXQs6H&_nc_oc=AdqSK0jzRG8-2G0XC3KzBKKG85ZS3Rr9uY5YGMjUbp1YNpIyJ00f8nYkNZoM7dhf4SI&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=mFIUmyLkkAg9439ORTwJPA&_nc_ss=7a3a8&oh=00_Af0H8sUxWiPzpNisb3Y3uGe83iJUfILPQymBS2vo0qcGAQ&oe=69EA9026","7000","",""
"Luxurious chocolate bouquet","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/304904160_4850773998355946_7553139178387965239_n.jpg?stp=c0.0.1080.1080a_dst-jpg_s400x400_tt6&_nc_cat=101&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeGeOt9trVDTK7OOv-NTxxHRYZW1L9DoKBphlbUv0OgoGkCz_bf3xRZt6mMWKup-snox_FrlGpAFJwOUa_0wqefg&_nc_ohc=O-PFHNo3zLoQ7kNvwExIQxp&_nc_oc=AdqcUNpFxYfiA4BhReLaL_1zhymjIYWbKxLRtHVFP0uES36ijmr1ankOJe_nssK5uRk&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=mFIUmyLkkAg9439ORTwJPA&_nc_ss=7a3a8&oh=00_Af3VV_dF3wI7isHhsalpMp-73240XyTP9Lp-Eby2WQ8vXQ&oe=69EA96C6","6999","7500","6.68"
"ILOVEYOU Box -","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/279646786_6150725208298736_7739479672288002007_n.jpg?stp=c0.90.890.890a_dst-jpg_s400x400_tt6&_nc_cat=110&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFyf9ZXdWZjKCZZs50FVFOtNb9oW4Ii6kk1v2hbgiLqSVvnGmJPdEc4I3LeprNomgxdUnz8ax5WWGraDNiY8IFQ&_nc_ohc=QmrTSbzrQ48Q7kNvwG0YYoS&_nc_oc=AdorCepmi5kefsWwCzOJ-IG0-6-2BW38uUOWRw-_TtmLf8IHKr07utgMbRgOgf9BBQQ&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=mFIUmyLkkAg9439ORTwJPA&_nc_ss=7a3a8&oh=00_Af180B8ErudOQSx41xpJ4OW5_xE_f3VB3ZCs4em3tmzf5w&oe=69EA8821","7500","8000","6.25"
"chocolate bouquet with cake","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/298611851_5632119046853953_6027406009766613778_n.jpg?stp=c0.0.1860.1860a_dst-jpg_s400x400_tt6&_nc_cat=109&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeHwuRfAx-xeSrMyC4FoqVlO9pv8iN3Bb_X2m_yI3cFv9fJOjxaNpovz7DxWC3yIkzifgXQTghsvE_hHTQuDMm6U&_nc_ohc=A5hzzaIC95gQ7kNvwG9aOjt&_nc_oc=AdrBifiCTdx1S9tlhIg1sxOHxVJyTKLWEMCbHFwGtlV0RgmWBoacO5PPxxD46GsD1QU&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=mFIUmyLkkAg9439ORTwJPA&_nc_ss=7a3a8&oh=00_Af2Kzd5EsuECjlC5hNuaQACP5oOHi3SPbr1dWFj318urtA&oe=69EA9626","4400","",""
"Ramadan special packages","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/277084977_4988113244606095_7560447778146503475_n.jpg?stp=c98.0.884.884a_dst-jpg_s400x400_tt6&_nc_cat=105&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeES3p_3Y7tvvFNtdh7LlvwIoDt_Ol96kf6gO386X3qR_heRwJMn7UyVz7BkUDsL5mT8Jtm09xEuM8Fy7XLObbEZ&_nc_ohc=dS4ilfxHYbQQ7kNvwF_-Z5b&_nc_oc=AdrBr02pC_URE-cPZNkknFrkBeKuMhm8ea4dGfqMCmYYtrHuXU6A_VU7WUAk1gTqmoM&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=mFIUmyLkkAg9439ORTwJPA&_nc_ss=7a3a8&oh=00_Af2GNGdc9HPsn8pBDglxYTXYzreqSEJegUw3dVnwzfJTQA&oe=69EA96C9","4700","5000","6"
"Love you box","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/277183234_4793417537434972_4737791358296281705_n.jpg?stp=c0.86.1080.1080a_dst-jpg_s400x400_tt6&_nc_cat=109&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFxlf5o7IkAay2Yys9SS5NQJ8jsbRO2X8knyOxtE7ZfycdcyKdwPfKr4vTS5zHHQrYOCUleNW0radYwfRhI-XcT&_nc_ohc=o2IhbaRktacQ7kNvwEhYNFB&_nc_oc=AdobqhhGd4INVL_cBO7P_TBzBXyARXC0GbE5MFrcL3cmA_xzUcVdvtszcO6G5L4BfIY&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=mFIUmyLkkAg9439ORTwJPA&_nc_ss=7a3a8&oh=00_Af3KG4iA90dQgiCpXxBOeolKlYi-zWv4BKBiK63rfrfwcw&oe=69EA992A","3500","",""
"Ballon & Chocolate bouquet","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/244767276_6284405381634714_954826403255399893_n.jpg?stp=c0.40.1022.1022a_dst-jpg_s400x400_tt6&_nc_cat=111&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeF05Tf-pXQg-0-YpRRQIqJQNhL9sO3Yw_U2Ev2w7djD9ToLb2tlxx-Z_4MDqAAk_3l_z0PxUbaUt3OB6_teA8GI&_nc_ohc=jizL8hRiT2cQ7kNvwHyzq31&_nc_oc=Adrg8WZz8vNx-OQwUPfbCNA-oEnysnT9l-Y6wcFtCFYfqBhoGLF5JcRjfdiTP6hoS-0&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=mFIUmyLkkAg9439ORTwJPA&_nc_ss=7a3a8&oh=00_Af2v9snozyDL6_BEJh8AP-lTf2VwllMUAmrG6tNPhu50Qw&oe=69EA8A47","6400","6900","7.25"
"Premium Rose bouquet","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/293847170_5675498695807041_4032249630916786916_n.jpg?stp=c0.25.1080.1080a_dst-jpg_s1080x1080_tt6&_nc_cat=111&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeH5otN68DzDKk_akR293Tu3SaWbhjefg65JpZuGN5-DrnV5qMcY3x1Qo4NRrpXGS-9erpPKOicZgySsPVXMWuJM&_nc_ohc=Gz9TEz65L2IQ7kNvwEXwgk_&_nc_oc=AdoIVC-uZ7WoEv-xomNXlG3zxN5vI9R7_GApVBJMF6WmHM_sWHTDxXQNMJ6exB2DiKk&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=pGF88FNuZ_KhYTj-YjVMhQ&_nc_ss=7a3a8&oh=00_Af223ctAhGb4QX6uHQ9ef_khucrvIqpc2sZzOto-i3xQmg&oe=69EA984D","5000","",""
"Mini Ballon bouquet","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/307964361_8331664386851463_7920889462368262185_n.jpg?stp=c0.0.1080.1080a_dst-jpg_s400x400_tt6&_nc_cat=108&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeHPm27Kkpe84D3Twy7LA8O8Wro01hbrzNtaujTWFuvM2_vbL8GOfcC4uyvUcOfR6rXNeRtapx09rgt1_OdVbd7Y&_nc_ohc=7LqSe2IqfD8Q7kNvwFawl03&_nc_oc=AdqZm7C6WLDZpezwvFE9VQCcnrQrQnO-x3fdCmuu6pWJJAXXi-oMOLr6n3wrW5tzlZo&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=pGF88FNuZ_KhYTj-YjVMhQ&_nc_ss=7a3a8&oh=00_Af0hB20jp4-SeKorQ6WP6rrFNl6nN5qcZ2xVDFi9v_IH6w&oe=69EA9116","1500","1700","11.76"
"saree package 🥰","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/270301314_4222347514533790_7448941084681809348_n.jpg?stp=c0.19.1440.1440a_dst-jpg_s400x400_tt6&_nc_cat=101&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeE4DkNXb9gc_oECUcw_BZMY9MQenWayKl30xB6dZrIqXcpRxrqEF-i8AIlgMwbUOgVPduvL94zB-0pYghxLcnTZ&_nc_ohc=zhsAwBPxyncQ7kNvwF6eZxU&_nc_oc=AdoPg6cTT1qeJFzP04Sqie073pLMG907ZOz3Gig6i2iVrVxgr1-i3FeC7e36AwYJX-w&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=pGF88FNuZ_KhYTj-YjVMhQ&_nc_ss=7a3a8&oh=00_Af3NpuTBbo_8jytm206N0xSzaYjtU-H2ZLVofM78spMaoA&oe=69EAAAA1","2500","",""
"Golden Balloon Bouquet","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/279036615_4995886397164163_5438987803224717969_n.jpg?stp=c0.0.3064.3064a_dst-jpg_s400x400_tt6&_nc_cat=110&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeE4GcgpoBluMVYChXREW0rPFu0hB11Ya9AW7SEHXVhr0B2146Oj8s-v2qTcnYQnChaj9ieSTfN9xDmwPkl7O40j&_nc_ohc=uU-c9SVbHBIQ7kNvwE0bw_h&_nc_oc=AdoTzzxeiinFbNP5L-hP8TW22mvDKOD8HfH1cNOHD6wsea4h5rUdwQgLgz9wCtoH8bQ&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=pGF88FNuZ_KhYTj-YjVMhQ&_nc_ss=7a3a8&oh=00_Af0DOSZEM2UVDiy_EoeaEI7cHqDkuLuI0ApLP_0rBfX7JQ&oe=69EA9A09","1800","2000","10"
"gift box -1","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/271382210_4644004535666605_5741213471915881543_n.jpg?stp=c26.0.1028.1028a_dst-jpg_s400x400_tt6&_nc_cat=108&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFbwCPUggCbRGeeioUMxmz0f_99IInnQKp__30giedAqj2MHk2H-cH_bk_TsjSyXqRBhd3odeYYANzJXo-UKoj1&_nc_ohc=LsB4AxKFbzgQ7kNvwGizw7P&_nc_oc=AdpW3fy3QvlSznOvNnZ_QsaEamk4P2udf9hK1eGdMcgsqST46OUuzE4Xxn_rGz8C5KY&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=pGF88FNuZ_KhYTj-YjVMhQ&_nc_ss=7a3a8&oh=00_Af3LXLjgujw4Abr41v39xWRKo7xZeSIfjkgFjORQ1IcCig&oe=69EAAECB","3600","",""
"Shari package","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/121630182_3467563276661206_2803699217011859035_n.jpg?stp=c146.0.1310.1310a_dst-jpg_s400x400_tt6&_nc_cat=110&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFx6tGZoOzONW7mmpw5K81uUXovmT81075Rei-ZPzXTvo945oLRHklM7nM0vAgmSAJvuDdwtLPnqin0qOHjH_Qg&_nc_ohc=iA4UV6S2UrUQ7kNvwHMeNYv&_nc_oc=AdrN9w-sfs2_UYfjm9DSJMuKWTrdIHKGcD1rkMl9Q-10l0nZ6_pbMrjeaZ6JXTkF2hA&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=pGF88FNuZ_KhYTj-YjVMhQ&_nc_ss=7a3a8&oh=00_Af0RMjaH7N4M_JIuKx0m4gPJsLDbBDqmOBD5Ad96sZ_Gsg&oe=69EA942B","3800","",""
"Gift set for baby's","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/143072731_3521383951316703_9168055443128168416_n.jpg?stp=c152.0.1743.1743a_dst-jpg_s400x400_tt6&_nc_cat=106&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFODGIB1FsD63xi5eTTHx50HzGcSJM2VZwfMZxIkzZVnD1DNYwQgzzSkq4GCd-9NO6ANM8Mm2uB0UJ6u3FcyD7m&_nc_ohc=THll0vrxnNQQ7kNvwGEcBzj&_nc_oc=Adpt2NpXsNR85nmkc0oEMwoN441n0LUxxEC5vUQcSm-GheVKPMrBUao8OINA3qp_xpQ&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=pGF88FNuZ_KhYTj-YjVMhQ&_nc_ss=7a3a8&oh=00_Af0z-3TCaYoHwhyidcdRRKFNd2ognDcam387cxBEexhD9Q&oe=69EA853A","4500","",""
"love shape flowers and chocolate bouquet","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/277809144_5362827960417285_2292021689283136970_n.jpg?stp=c125.0.640.640a_dst-jpg_s1080x1080_tt6&_nc_cat=101&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFk-OC9zhVXceP_FcDWVTZR6etwGc5dJEXp63AZzl0kRSX1lDQooHXBXtJeepjtNVQkJT9ICgFlw7gWYHj7w8xC&_nc_ohc=bJTWpTxOlVsQ7kNvwGBHPUd&_nc_oc=AdqDA2c1_F09SE519kOPTphFbSfQEELeXpVTqC_NJxIcPnXr-ExNEurff1KIA6y0NIg&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=pGF88FNuZ_KhYTj-YjVMhQ&_nc_ss=7a3a8&oh=00_Af11X68e41aKNQxGTH4WGmBzqEpi5Mdf05_PzGwj63q0oQ&oe=69EAA8EB","4500","",""
"Luxury rose bouquet with balloons and chocolates","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/622367568_1423510862660864_2560453745617838960_n.jpg?stp=c0.0.1440.1440a_dst-jpg_s400x400_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFNJ1obX-mho4TT-HXzFWxgXRmNNT7DKzZdGY01PsMrNjbRRKrbVFNpgf28sAS-aXYGcmcKHBA7ew3tFQpxTTMh&_nc_ohc=9xHEvqXyhiAQ7kNvwG5LM4S&_nc_oc=Adpf8E2hwhvzY1AeLMIvf2nIFbjLlLbCVdf5sXJ_As7MJZcndD1dbZQuChcHcx4gLr4&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=pGF88FNuZ_KhYTj-YjVMhQ&_nc_ss=7a3a8&oh=00_Af2mgYej5bHHDiiCmx6D2XRW0_R0NBdE3Edxjfq4mAf01g&oe=69EA85E0","9500","11000","13.64"
"Ultimate Birthday Duo Pack","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/648858292_3294366514057554_4642619605889618240_n.jpg?stp=c0.1.1286.1286a_dst-jpg_s400x400_tt6&_nc_cat=105&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeEXTwhZQpAzK0kxleV6pIkDZ2-71iHkf4tnb7vWIeR_i3WsmYUXKQIuz2mnQFVH9maqqGBgDR8rJo6z_yvB2B3w&_nc_ohc=L4HQXl9bB3UQ7kNvwFRVpGy&_nc_oc=AdpL32KDW4GT0eDDdKERH7Z3ui9TEraxNrhSxLSTW_WVEWqYYngIH4NTiN36O9PzNc8&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=pGF88FNuZ_KhYTj-YjVMhQ&_nc_ss=7a3a8&oh=00_Af3dm8KrweMNAq9aD30EsgAx7OUY91fIJ5CbtDU8iTo92w&oe=69EA9ED6","7000","",""
"Grand Chocolate Harmony Bouquet","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/624001374_1436452818145577_2271068474143368967_n.jpg?stp=c0.226.1596.1596a_dst-jpg_s400x400_tt6&_nc_cat=109&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeGFkuTpRKsletjCiwTujgW8mLKsfws-wv2Ysqx_Cz7C_T2sdJ0VM1DWlTky4mcuXZ9enexpYYwqi0la1Us5LBM0&_nc_ohc=WUWlkPUFZq0Q7kNvwENRlrO&_nc_oc=AdrrE3gUBckQHhWc_23hwUMyoZvk_0mzFeKHb_UTxUz6jhy9d0MZe2kbXIjn9jfjIWo&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=pGF88FNuZ_KhYTj-YjVMhQ&_nc_ss=7a3a8&oh=00_Af1ljv-KhQdptNzhPO7pCyJqXQ-tMkudPu6mKSKe76P8aA&oe=69EAB31B","2050","2500","18"
"Blue Anniversary Elegance Set","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/649998910_1251136263663153_5904496670773263465_n.png?stp=c0.70.928.928a_dst-png_s400x400&_nc_cat=110&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeF572jBpEkDSoTECKEfKXn4vMBrEXIVw4y8wGsRchXDjJD7mB1FzaDSvOMHpXiuH1nRwmupplZvtMuNt6LK1mQZ&_nc_ohc=OeVOO0rF8WEQ7kNvwGrYQLB&_nc_oc=AdoggdFVLhY9b0tU5pDuG8DcnbOivjCkQ61nrPmTCTLq5pjiUFYnne--id4ciCneAm8&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=pGF88FNuZ_KhYTj-YjVMhQ&_nc_ss=7a3a8&oh=00_Af0ajy_albXvGw8dZG4xLwZgCRksr5C3k-Q2r1Lu7qOQJg&oe=69EA9543","4650","5000","7"
"Sacred Blessings Gift Box","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/650405819_1216596210245104_7902917592282828303_n.jpg?stp=c0.0.1440.1440a_dst-jpg_s400x400_tt6&_nc_cat=103&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeG1RQRA_p60VTgDSwedoW8jfsnOULvYOdl-yc5Qu9g52YeGUY7qCL0RPja7hfFDdfz7lOQ2Jx7h7J5Z45pFX9GM&_nc_ohc=rSyTjn-fwsQQ7kNvwGCQSVg&_nc_oc=AdoFuLfr9eGP2PJqBQ8H5e2m-bF4_9MjbuxEBv_1EtoKvvnOI-UVTe_NiJpngwtIbGA&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=pGF88FNuZ_KhYTj-YjVMhQ&_nc_ss=7a3a8&oh=00_Af1w1i5F6UABx0m52TFUcOuX8qaPBHp007f6eOgBbXVKgw&oe=69EAAAB3","4650","5000","7"
"Sweet Treats Chocolate Wrap","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/610934018_1121739263235657_7823284950187941984_n.jpg?stp=c0.180.1080.1080a_dst-jpg_s400x400_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeGY95VM3GJbxPECqXvdG0gupeXaCpo_OPKl5doKmj848mmHhCjJOA_E2WZdybZGExGBj_wF664JNr_ecEE81moS&_nc_ohc=LIgElomGJRoQ7kNvwHxhD_c&_nc_oc=Adow2PR5PvvgSOGz2yG9Wsx_zoYewU5B82z4v83Hoy-ihGUgSd1Ck94gX3lImuRJ8Zo&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=pGF88FNuZ_KhYTj-YjVMhQ&_nc_ss=7a3a8&oh=00_Af2JJy_DYMm1PyEgmI7tErvTO6rQ9coeH237PH30kPhEzQ&oe=69EA89D1","2650","",""
"Heart-Shaped Red Rose Bouquet, Chocolate Box, Cake & Balloon Anniversary Combo","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/621138759_680221441751450_2010784053631422148_n.jpg?stp=c3.0.1432.1432a_dst-jpg_s1080x1080_tt6&_nc_cat=110&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFpRaD8WT5MbX30MvzE_vYvqp_3R_8T2IWqn_dH_xPYhSWwbkhAmy0nkzvbAGdIKrWpHY991X-Ni2JBA49u7ggH&_nc_ohc=HKPUpnRJc0IQ7kNvwEsu9ek&_nc_oc=Adq0VIqY51Cby7AHD33lOnUbMUk4iccVx-mfO6GQZ_j8OmzDGN4FwsivH_fjaUQfsXk&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=zb7hx_xdOceIdVDWH2ttGA&_nc_ss=7a3a8&oh=00_Af1o0_UslFZkYAuNqsbYYYOOETFggq_ygQ1A_3CNVFZkKw&oe=69EA9AD3","14000","16000","12.5"
"Midnight Love Deluxe Set","https://scontent.fdac23-1.fna.fbcdn.net/v/t45.5328-4/612664222_809168198798460_3280083903548299239_n.jpg?stp=c0.269.1080.1080a_dst-jpg_s400x400_tt6&_nc_cat=102&ccb=1-7&_nc_sid=b9a5b7&_nc_eui2=AeFdW-AS4EtoDeAjl16d1EuwdsVCXf4SwyJ2xUJd_hLDIocj3aVoBxtXaxFUtbUSV5QEQhQOv1pJNvYu8Rz_oRAz&_nc_ohc=svbTyiStzgYQ7kNvwE12TT8&_nc_oc=AdoqumHnQURW7n2gXgim68-U7JKeOmv2NuhFJClyQnUNnMZp8VHvUcORwBS-KZnEJTc&_nc_zt=23&_nc_ht=scontent.fdac23-1.fna&_nc_gid=zb7hx_xdOceIdVDWH2ttGA&_nc_ss=7a3a8&oh=00_Af3wNt4djs3p9V55pCdgFSkI9hph81yWYWVIeZc4u5HOlQ&oe=69EA9562","7500","",""
